jaar;variabele;gem;SD;bron
2018;BHLOCVKPHORECA;4536.0;69.428;sdbc
2017;BHLOCVKPHORECA;4377.0;68.347;sdbc
2016;BHLOCVKPHORECA;4275.0;68.125;sdbc
2015;BHLOCVKPHORECA;4119.0;66.301;sdbc
2014;BHLOCVKPHORECA;3979.0;65.067;sdbc
2013;BHLOCVKPHORECA;3856.0;63.663;sdbc
2012;BHLOCVKPHORECA;3771.0;63.325;sdbc
2011;BHLOCVKPHORECA;3690.0;62.254;sdbc
2010;BHLOCVKPHORECA;3671.0;62.098;sdbc
2024;BHLOCVKPCULTONT;683.0;8.685;sdbc
2023;BHLOCVKPCULTONT;677.0;8.623;sdbc
2022;BHLOCVKPCULTONT;655.0;8.851;sdbc
2021;BHLOCVKPCULTONT;639.0;9.045;sdbc
2020;BHLOCVKPCULTONT;572.0;8.666;sdbc
2019;BHLOCVKPCULTONT;588.0;8.821;sdbc
2018;BHLOCVKPCULTONT;574.0;8.517;sdbc
2017;BHLOCVKPCULTONT;555.0;8.477;sdbc
2016;BHLOCVKPCULTONT;540.0;8.475;sdbc
2015;BHLOCVKPCULTONT;541.0;8.739;sdbc
2014;BHLOCVKPCULTONT;552.0;8.85;sdbc
2013;BHLOCVKPCULTONT;539.0;8.884;sdbc
2012;BHLOCVKPCULTONT;561.0;9.231;sdbc
2011;BHLOCVKPCULTONT;530.0;9.311;sdbc
2010;BHLOCVKPCULTONT;540.0;9.725;sdbc
2024;BHLOCVKPLEEGSTAND;597.0;10.354;sdbc
2023;BHLOCVKPLEEGSTAND;595.0;11.953;sdbc
2022;BHLOCVKPLEEGSTAND;688.0;12.811;sdbc
2021;BHLOCVKPLEEGSTAND;727.0;12.051;sdbc
2020;BHLOCVKPLEEGSTAND;545.0;8.392;sdbc
2019;BHLOCVKPLEEGSTAND;385.0;5.278;sdbc
2018;BHLOCVKPLEEGSTAND;434.0;5.729;sdbc
2017;BHLOCVKPLEEGSTAND;439.0;5.178;sdbc
2016;BHLOCVKPLEEGSTAND;551.0;6.248;sdbc
2015;BHLOCVKPLEEGSTAND;542.0;6.506;sdbc
2014;BHLOCVKPLEEGSTAND;532.0;6.018;sdbc
2013;BHLOCVKPLEEGSTAND;430.0;5.053;sdbc
2012;BHLOCVKPLEEGSTAND;506.0;5.462;sdbc
2011;BHLOCVKPLEEGSTAND;476.0;5.686;sdbc
2010;BHLOCVKPLEEGSTAND;449.0;5.208;sdbc
2024;BHLOCOPPDET;1085113.0;17580.48;sdbc
2023;BHLOCOPPDET;1100660.0;17678.454;sdbc
2022;BHLOCOPPDET;1099889.0;17971.122;sdbc
2021;BHLOCOPPDET;1105364.0;17974.62;sdbc
2020;BHLOCOPPDET;1114354.0;17782.655;sdbc
2019;BHLOCOPPDET;1144082.0;18783.308;sdbc
2018;BHLOCOPPDET;1130788.0;18905.692;sdbc
2017;BHLOCOPPDET;1091417.0;18223.176;sdbc
2016;BHLOCOPPDET;1076824.0;17736.507;sdbc
2015;BHLOCOPPDET;1058509.0;16838.279;sdbc
2014;BHLOCOPPDET;1045042.0;16879.422;sdbc
2013;BHLOCOPPDET;1041066.0;17161.607;sdbc
2012;BHLOCOPPDET;1031429.0;17740.948;sdbc
2011;BHLOCOPPDET;1019054.0;16954.264;sdbc
2010;BHLOCOPPDET;999157.0;16496.697;sdbc
2024;BHLOCOPPDAGELIJKS;321009.0;2879.903;sdbc
2023;BHLOCOPPDAGELIJKS;323163.0;2873.015;sdbc
2022;BHLOCOPPDAGELIJKS;314195.0;2892.502;sdbc
2021;BHLOCOPPDAGELIJKS;309422.0;2841.161;sdbc
2020;BHLOCOPPDAGELIJKS;303156.0;2715.399;sdbc
2019;BHLOCOPPDAGELIJKS;296991.0;2650.444;sdbc
2018;BHLOCOPPDAGELIJKS;290247.0;2606.092;sdbc
2017;BHLOCOPPDAGELIJKS;280068.0;2528.413;sdbc
2016;BHLOCOPPDAGELIJKS;269469.0;2489.31;sdbc
2015;BHLOCOPPDAGELIJKS;263478.0;2470.756;sdbc
2014;BHLOCOPPDAGELIJKS;254458.0;2395.38;sdbc
2013;BHLOCOPPDAGELIJKS;246371.0;2387.374;sdbc
2012;BHLOCOPPDAGELIJKS;237849.0;2271.55;sdbc
2011;BHLOCOPPDAGELIJKS;234656.0;2259.771;sdbc
2010;BHLOCOPPDAGELIJKS;230618.0;2234.348;sdbc
2024;BHLOCOPPCOFFEESHOPS;7617.0;168.37;sdbc
2023;BHLOCOPPCOFFEESHOPS;7707.0;168.118;sdbc
2022;BHLOCOPPCOFFEESHOPS;7842.0;176.167;sdbc
2021;BHLOCOPPCOFFEESHOPS;7767.0;172.295;sdbc
2020;BHLOCOPPCOFFEESHOPS;7722.0;172.805;sdbc
2019;BHLOCOPPCOFFEESHOPS;7880.0;169.631;sdbc
2018;BHLOCOPPCOFFEESHOPS;8265.0;179.997;sdbc
2017;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2016;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2015;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2014;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2013;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2012;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2011;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2010;BHLOCOPPCOFFEESHOPS;0.0;0.0;sdgeb22
2024;BHLOCOPPDETOVERIG;62563.0;1221.045;sdbc
2023;BHLOCOPPDETOVERIG;63505.0;1430.215;sdbc
2022;BHLOCOPPDETOVERIG;57733.0;1194.783;sdbc
2021;BHLOCOPPDETOVERIG;62353.0;1366.659;sdbc
2020;BHLOCOPPDETOVERIG;60032.0;1186.381;sdbc
2019;BHLOCOPPDETOVERIG;54473.0;1089.295;sdbc
2018;BHLOCOPPDETOVERIG;50503.0;992.554;sdbc
2017;BHLOCOPPDETOVERIG;58399.0;988.954;sdbc
2016;BHLOCOPPDETOVERIG;58553.0;1006.17;sdbc
2015;BHLOCOPPDETOVERIG;55465.0;943.316;sdbc
2014;BHLOCOPPDETOVERIG;46763.0;916.057;sdbc
2013;BHLOCOPPDETOVERIG;46109.0;940.107;sdbc
2012;BHLOCOPPDETOVERIG;44789.0;927.108;sdbc
2011;BHLOCOPPDETOVERIG;44713.0;916.678;sdbc
2010;BHLOCOPPDETOVERIG;48294.0;967.829;sdbc
2024;BHLOCOPPMODELUXE;272807.0;8419.071;sdbc
2023;BHLOCOPPMODELUXE;274988.0;8023.89;sdbc
2022;BHLOCOPPMODELUXE;282530.0;8408.855;sdbc
2021;BHLOCOPPMODELUXE;293588.0;8685.547;sdbc
2020;BHLOCOPPMODELUXE;302082.0;8710.498;sdbc
2019;BHLOCOPPMODELUXE;324101.0;9370.461;sdbc
2018;BHLOCOPPMODELUXE;318969.0;9276.19;sdbc
2017;BHLOCOPPMODELUXE;310018.0;9094.53;sdbc
2016;BHLOCOPPMODELUXE;311417.0;8681.988;sdbc
2015;BHLOCOPPMODELUXE;303380.0;8154.968;sdbc
2014;BHLOCOPPMODELUXE;295941.0;7967.488;sdbc
2013;BHLOCOPPMODELUXE;287035.0;7763.117;sdbc
2012;BHLOCOPPMODELUXE;281922.0;7813.973;sdbc
2011;BHLOCOPPMODELUXE;278565.0;7887.646;sdbc
2010;BHLOCOPPMODELUXE;275963.0;7772.837;sdbc
2024;BHLOCOPPINENOMHUIS;364377.0;12126.686;sdbc
2023;BHLOCOPPINENOMHUIS;374088.0;12324.979;sdbc
2022;BHLOCOPPINENOMHUIS;378801.0;12707.64;sdbc
2021;BHLOCOPPINENOMHUIS;370503.0;12204.541;sdbc
2020;BHLOCOPPINENOMHUIS;382880.0;12466.009;sdbc
2019;BHLOCOPPINENOMHUIS;402662.0;13309.514;sdbc
2018;BHLOCOPPINENOMHUIS;404878.0;13706.686;sdbc
2017;BHLOCOPPINENOMHUIS;378604.0;13161.323;sdbc
2016;BHLOCOPPINENOMHUIS;372583.0;12618.59;sdbc
2015;BHLOCOPPINENOMHUIS;371121.0;11790.917;sdbc
2014;BHLOCOPPINENOMHUIS;378220.0;11931.486;sdbc
2013;BHLOCOPPINENOMHUIS;389733.0;12296.053;sdbc
2012;BHLOCOPPINENOMHUIS;390816.0;12894.317;sdbc
2011;BHLOCOPPINENOMHUIS;385908.0;11929.764;sdbc
2010;BHLOCOPPINENOMHUIS;370262.0;11437.398;sdbc
2024;BHLOCOPPVRIJETIJD;64357.0;1222.418;sdbc
2023;BHLOCOPPVRIJETIJD;64916.0;1227.907;sdbc
2022;BHLOCOPPVRIJETIJD;66630.0;1214.739;sdbc
2021;BHLOCOPPVRIJETIJD;69498.0;1254.817;sdbc
2020;BHLOCOPPVRIJETIJD;66204.0;1161.796;sdbc
2019;BHLOCOPPVRIJETIJD;65855.0;1169.708;sdbc
2018;BHLOCOPPVRIJETIJD;66191.0;1173.214;sdbc
2017;BHLOCOPPVRIJETIJD;64328.0;1094.841;sdbc
2016;BHLOCOPPVRIJETIJD;64802.0;1235.477;sdbc
2015;BHLOCOPPVRIJETIJD;65065.0;1233.662;sdbc
2014;BHLOCOPPVRIJETIJD;69660.0;1378.056;sdbc
2013;BHLOCOPPVRIJETIJD;71818.0;1424.726;sdbc
2012;BHLOCOPPVRIJETIJD;76053.0;1561.265;sdbc
2011;BHLOCOPPVRIJETIJD;75212.0;1531.609;sdbc
2010;BHLOCOPPVRIJETIJD;74020.0;1515.895;sdbc
2024;BHLOCOPPDIENSTEN;132673.0;1499.662;sdbc
2023;BHLOCOPPDIENSTEN;132678.0;1507.481;sdbc
2022;BHLOCOPPDIENSTEN;132420.0;1586.003;sdbc
2021;BHLOCOPPDIENSTEN;133936.0;1624.896;sdbc
2020;BHLOCOPPDIENSTEN;142592.0;1645.606;sdbc
2019;BHLOCOPPDIENSTEN;88095.0;1023.618;sdbc
2018;BHLOCOPPDIENSTEN;105744.0;1139.653;sdbc
2017;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2016;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2015;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2014;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2013;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2012;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2011;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2010;BHLOCOPPDIENSTEN;0.0;0.0;sdgeb22
2024;BHLOCOPPCULTONT;205434.0;3087.595;sdbc
2023;BHLOCOPPCULTONT;198752.0;3053.176;sdbc
2022;BHLOCOPPCULTONT;158288.0;2713.039;sdbc
2021;BHLOCOPPCULTONT;141333.0;2479.428;sdbc
2020;BHLOCOPPCULTONT;126406.0;2743.086;sdbc
2019;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2018;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2017;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2016;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2015;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2014;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2013;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2012;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2011;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2010;BHLOCOPPCULTONT;0.0;0.0;sdgeb22
2024;BHLOCOPPHORECA;443713.0;6135.729;sdbc
2023;BHLOCOPPHORECA;447897.0;6171.728;sdbc
2022;BHLOCOPPHORECA;439459.0;6221.527;sdbc
2021;BHLOCOPPHORECA;429756.0;6082.833;sdbc
2020;BHLOCOPPHORECA;421135.0;6203.119;sdbc
2019;BHLOCOPPHORECA;399540.0;6049.579;sdbc
2018;BHLOCOPPHORECA;388704.0;5981.809;sdbc
2017;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2016;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2015;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2014;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2013;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2012;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2011;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2010;BHLOCOPPHORECA;0.0;0.0;sdgeb22
2024;BHLOCOPPLEEGSTAND;90700.0;2109.125;sdbc
2023;BHLOCOPPLEEGSTAND;90267.0;2144.723;sdbc
2022;BHLOCOPPLEEGSTAND;117976.0;3195.935;sdbc
2021;BHLOCOPPLEEGSTAND;119380.0;2983.756;sdbc
2020;BHLOCOPPLEEGSTAND;119837.0;3407.251;sdbc
2019;BHLOCOPPLEEGSTAND;69243.0;2006.718;sdbc
2018;BHLOCOPPLEEGSTAND;72284.0;1387.747;sdbc
2017;BHLOCOPPLEEGSTAND;76345.0;1507.079;sdbc
2016;BHLOCOPPLEEGSTAND;98474.0;2003.082;sdbc
2015;BHLOCOPPLEEGSTAND;102925.0;2092.899;sdbc
2014;BHLOCOPPLEEGSTAND;91672.0;1640.908;sdbc
2013;BHLOCOPPLEEGSTAND;79043.0;1341.657;sdbc
2012;BHLOCOPPLEEGSTAND;75377.0;931.148;sdbc
2011;BHLOCOPPLEEGSTAND;74414.0;1093.636;sdbc
2010;BHLOCOPPLEEGSTAND;59691.0;1023.913;sdbc
2024;BHLOCVKPDG_1000INW;2.0;3.4;sdbc
2023;BHLOCVKPDG_1000INW;2.0;3.262;sdbc
2022;BHLOCVKPDG_1000INW;2.0;3.397;sdbc
2021;BHLOCVKPDG_1000INW;2.0;3.599;sdbc
2020;BHLOCVKPDG_1000INW;2.0;3.787;sdbc
2019;BHLOCVKPDG_1000INW;2.0;3.63;sdbc
2018;BHLOCVKPDG_1000INW;2.0;3.75;sdbc
2017;BHLOCVKPDG_1000INW;2.0;3.401;sdbc
2016;BHLOCVKPDG_1000INW;2.0;3.322;sdbc
2015;BHLOCVKPDG_1000INW;2.0;2.926;sdbc
2014;BHLOCVKPDG_1000INW;2.0;2.858;sdbc
2013;BHLOCVKPDG_1000INW;2.0;2.879;sdbc
2012;BHLOCVKPDG_1000INW;2.0;3.052;sdbc
2011;BHLOCVKPDG_1000INW;2.0;2.775;sdbc
2010;BHLOCVKPDG_1000INW;2.0;3.018;sdbc
2024;BHLOCVKPDET_1000INW;6.0;13.443;sdbc
2023;BHLOCVKPDET_1000INW;6.0;13.675;sdbc
2022;BHLOCVKPDET_1000INW;6.0;14.156;sdbc
2021;BHLOCVKPDET_1000INW;6.0;15.693;sdbc
2020;BHLOCVKPDET_1000INW;6.0;15.784;sdbc
2019;BHLOCVKPDET_1000INW;7.0;15.851;sdbc
2018;BHLOCVKPDET_1000INW;7.0;16.633;sdbc
2017;BHLOCVKPDET_1000INW;7.0;16.372;sdbc
2016;BHLOCVKPDET_1000INW;7.0;16.769;sdbc
2015;BHLOCVKPDET_1000INW;7.0;15.849;sdbc
2014;BHLOCVKPDET_1000INW;7.0;16.525;sdbc
2013;BHLOCVKPDET_1000INW;8.0;17.153;sdbc
2012;BHLOCVKPDET_1000INW;8.0;17.6;sdbc
2011;BHLOCVKPDET_1000INW;8.0;17.055;sdbc
2010;BHLOCVKPDET_1000INW;8.0;17.497;sdbc
2024;BHLOCOPPDG_1000INW;345.0;396.423;sdbc
2023;BHLOCOPPDG_1000INW;352.0;396.039;sdbc
2022;BHLOCOPPDG_1000INW;356.0;395.0;sdbc
2021;BHLOCOPPDG_1000INW;355.0;413.686;sdbc
2020;BHLOCOPPDG_1000INW;348.0;384.985;sdbc
2019;BHLOCOPPDG_1000INW;344.0;371.424;sdbc
2018;BHLOCOPPDG_1000INW;340.0;386.082;sdbc
2017;BHLOCOPPDG_1000INW;331.0;357.622;sdbc
2016;BHLOCOPPDG_1000INW;323.0;347.153;sdbc
2015;BHLOCOPPDG_1000INW;320.0;333.446;sdbc
2014;BHLOCOPPDG_1000INW;314.0;321.984;sdbc
2013;BHLOCOPPDG_1000INW;308.0;349.027;sdbc
2012;BHLOCOPPDG_1000INW;301.0;323.923;sdbc
2011;BHLOCOPPDG_1000INW;301.0;322.089;sdbc
2010;BHLOCOPPDG_1000INW;300.0;327.111;sdbc
2024;BHLOCOPPDET_1000INW;1165.0;4697.975;sdbc
2023;BHLOCOPPDET_1000INW;1199.0;5117.647;sdbc
2022;BHLOCOPPDET_1000INW;1247.0;6479.759;sdbc
2021;BHLOCOPPDET_1000INW;1267.0;8140.791;sdbc
2020;BHLOCOPPDET_1000INW;1277.0;2931.43;sdbc
2019;BHLOCOPPDET_1000INW;1326.0;3140.892;sdbc
2018;BHLOCOPPDET_1000INW;1324.0;3234.976;sdbc
2017;BHLOCOPPDET_1000INW;1292.0;3234.277;sdbc
2016;BHLOCOPPDET_1000INW;1290.0;3532.329;sdbc
2015;BHLOCOPPDET_1000INW;1287.0;3274.831;sdbc
2014;BHLOCOPPDET_1000INW;1288.0;3519.661;sdbc
2013;BHLOCOPPDET_1000INW;1302.0;3705.55;sdbc
2012;BHLOCOPPDET_1000INW;1306.0;3914.307;sdbc
2011;BHLOCOPPDET_1000INW;1306.0;3895.981;sdbc
2010;BHLOCOPPDET_1000INW;1301.0;2746.865;sdbc
2023;BHWINKELAANBOD_R;7.5;1.224;sdbc
2021;BHWINKELAANBOD_R;7.7;1.21;sdbc
2019;BHWINKELAANBOD_R;7.6;1.108;sdbc
2017;BHWINKELAANBOD_R;7.6;1.112;sdbc
2015;BHWINKELAANBOD_R;7.3;1.16;sdbc
2013;BHWINKELAANBOD_R;7.2;1.144;sdbc
2011;BHWINKELAANBOD_R;7.1;1.092;sdbc
2009;BHWINKELAANBOD_R;7.0;1.118;sdbc
2007;BHWINKELAANBOD_R;7.0;1.093;sdbc
2005;BHWINKELAANBOD_R;6.9;1.14;sdbc
2023;BH65PLUSWINKEL_R;7.4;1.124;sdbc
2021;BH65PLUSWINKEL_R;7.5;0.89;sdbc
2019;BH65PLUSWINKEL_R;7.3;0.858;sdbc
2017;BH65PLUSWINKEL_R;7.3;0.921;sdbc
2023;BHVESTA_P;0.1;1.057;sdbc
2022;BHVESTA_P;0.1;1.087;sdbc
2021;BHVESTA_P;0.1;0.839;sdbc
2020;BHVESTA_P;0.1;0.898;sdbc
2019;BHVESTA_P;0.1;0.931;sdbc
2018;BHVESTA_P;0.1;0.968;sdbc
2017;BHVESTA_P;0.1;0.997;sdbc
2016;BHVESTA_P;0.1;1.041;sdbc
2015;BHVESTA_P;0.1;1.082;sdbc
2014;BHVESTA_P;0.1;1.133;sdbc
2013;BHVESTA_P;0.1;1.156;sdbc
2012;BHVESTA_P;0.1;1.247;sdbc
2011;BHVESTA_P;0.1;1.359;sdbc
2010;BHVESTA_P;0.1;1.221;sdbc
2009;BHVESTA_P;0.1;0.839;sdbc
2008;BHVESTA_P;0.1;0.787;sdbc
2021;BHKANTKLEIN_M2LEEG_P;21.0;6.277;sdbc
2020;BHKANTKLEIN_M2LEEG_P;21.0;8.139;sdbc
2017;BHKANTKLEIN_M2LEEG_P;16.0;9.059;sdbc
2016;BHKANTKLEIN_M2LEEG_P;15.0;8.427;sdbc
2021;BHBDRFRUIM_M2LEEG_P;9.0;11.72;sdbc
2020;BHBDRFRUIM_M2LEEG_P;8.0;12.63;sdbc
2017;BHBDRFRUIM_M2LEEG_P;7.0;6.289;sdbc
2016;BHBDRFRUIM_M2LEEG_P;8.0;12.899;sdbc
2021;BHBDRFKLEIN_M2LEEG_P;16.0;4.976;sdbc
2020;BHBDRFKLEIN_M2LEEG_P;15.0;6.751;sdbc
2017;BHBDRFKLEIN_M2LEEG_P;13.0;5.421;sdbc
2016;BHBDRFKLEIN_M2LEEG_P;12.0;11.169;sdbc
2023;BHHORECA_1000INW;9.0;14.288;sdbc
2022;BHHORECA_1000INW;8.0;14.707;sdbc
2021;BHHORECA_1000INW;8.0;15.233;sdbc
2020;BHHORECA_1000INW;8.0;14.479;sdbc
2019;BHHORECA_1000INW;7.0;14.295;sdbc
2018;BHHORECA_1000INW;7.0;14.455;sdbc
2017;BHHORECA_1000INW;7.0;14.186;sdbc
2016;BHHORECA_1000INW;7.0;14.692;sdbc
2015;BHHORECA_1000INW;6.0;13.881;sdbc
2014;BHHORECA_1000INW;6.0;13.762;sdbc
2013;BHHORECA_1000INW;6.0;13.691;sdbc
2012;BHHORECA_1000INW;6.0;13.467;sdbc
2011;BHHORECA_1000INW;5.0;12.831;sdbc
2010;BHHORECA_1000INW;5.0;12.904;sdbc
2009;BHHORECA_1000INW;5.0;13.684;sdbc
2008;BHHORECA_1000INW;5.0;14.049;sdbc
2023;BHHORECAAANBOD_R;6.9;1.281;sdbc
2021;BHHORECAAANBOD_R;6.9;1.323;sdbc
2019;BHHORECAAANBOD_R;7.0;1.271;sdbc
2017;BHHORECAAANBOD_R;7.1;1.315;sdbc
2015;BHHORECAAANBOD_R;7.0;1.29;sdbc
2013;BHHORECAAANBOD_R;6.8;1.336;sdbc
2023;BHHOTBED_1000INW;101.0;505.563;sdbc
2022;BHHOTBED_1000INW;106.0;558.515;sdbc
2021;BHHOTBED_1000INW;103.0;444.012;sdbc
2020;BHHOTBED_1000INW;101.0;404.34;sdbc
2019;BHHOTBED_1000INW;94.0;393.723;sdbc
2018;BHHOTBED_1000INW;90.0;395.093;sdbc
2017;BHHOTBED_1000INW;85.0;403.175;sdbc
2016;BHHOTBED_1000INW;81.0;408.532;sdbc
2015;BHHOTBED_1000INW;78.0;424.292;sdbc
2014;BHHOTBED_1000INW;70.0;424.123;sdbc
2008;BHHOTBED_1000INW;58.0;456.012;sdbc
2022;BHVESTAIRBNB_1000WON;21.0;16.014;sdbc
2021;BHVESTAIRBNB_1000WON;47.0;25.678;sdbc
2020;BHVESTAIRBNB_1000WON;51.0;34.607;sdbc
2019;BHVESTAIRBNB_1000WON;65.0;45.619;sdbc
2018;BHVESTAIRBNB_1000WON;67.0;48.075;sdbc
2017;BHVESTAIRBNB_1000WON;71.0;55.361;sdbc
2023;BHVEST_KANT_P;41.0;10.249;sdbc
2022;BHVEST_KANT_P;40.8;10.295;sdbc
2021;BHVEST_KANT_P;40.7;10.198;sdbc
2020;BHVEST_KANT_P;40.5;10.414;sdbc
2019;BHVEST_KANT_P;40.6;10.602;sdbc
2018;BHVEST_KANT_P;40.6;10.451;sdbc
2017;BHVEST_KANT_P;40.6;10.519;sdbc
2016;BHVEST_KANT_P;40.4;10.331;sdbc
2015;BHVEST_KANT_P;40.4;10.398;sdbc
2014;BHVEST_KANT_P;39.9;10.338;sdbc
2013;BHVEST_KANT_P;39.8;10.439;sdbc
2012;BHVEST_KANT_P;39.5;10.801;sdbc
2011;BHVEST_KANT_P;40.7;11.212;sdbc
2010;BHVEST_KANT_P;41.2;11.408;sdbc
2009;BHVEST_KANT_P;42.5;12.472;sdbc
2008;BHVEST_KANT_P;41.8;12.288;sdbc
2023;BHVEST_WINK_P;5.2;2.952;sdbc
2022;BHVEST_WINK_P;5.5;3.094;sdbc
2021;BHVEST_WINK_P;5.7;3.236;sdbc
2020;BHVEST_WINK_P;6.0;3.325;sdbc
2019;BHVEST_WINK_P;6.2;3.382;sdbc
2018;BHVEST_WINK_P;6.4;3.563;sdbc
2017;BHVEST_WINK_P;6.6;3.727;sdbc
2016;BHVEST_WINK_P;7.0;3.959;sdbc
2015;BHVEST_WINK_P;7.3;4.098;sdbc
2014;BHVEST_WINK_P;7.5;4.265;sdbc
2013;BHVEST_WINK_P;7.9;4.535;sdbc
2012;BHVEST_WINK_P;8.2;4.971;sdbc
2011;BHVEST_WINK_P;8.5;5.01;sdbc
2010;BHVEST_WINK_P;9.2;5.333;sdbc
2009;BHVEST_WINK_P;10.7;6.043;sdbc
2008;BHVEST_WINK_P;11.5;6.188;sdbc
2023;BHVEST_VOORZ_P;23.7;6.164;sdbc
2022;BHVEST_VOORZ_P;24.1;6.351;sdbc
2021;BHVEST_VOORZ_P;24.0;6.373;sdbc
2020;BHVEST_VOORZ_P;23.9;6.453;sdbc
2019;BHVEST_VOORZ_P;23.7;6.651;sdbc
2018;BHVEST_VOORZ_P;23.7;6.852;sdbc
2017;BHVEST_VOORZ_P;23.7;6.986;sdbc
2016;BHVEST_VOORZ_P;23.4;6.962;sdbc
2015;BHVEST_VOORZ_P;23.5;7.01;sdbc
2014;BHVEST_VOORZ_P;23.5;7.044;sdbc
2013;BHVEST_VOORZ_P;23.0;7.135;sdbc
2012;BHVEST_VOORZ_P;22.4;7.095;sdbc
2011;BHVEST_VOORZ_P;20.8;6.12;sdbc
2010;BHVEST_VOORZ_P;18.7;5.538;sdbc
2009;BHVEST_VOORZ_P;12.8;4.216;sdbc
2008;BHVEST_VOORZ_P;11.8;4.397;sdbc
2023;BHVEST_HORECA_P;5.2;2.656;sdbc
2022;BHVEST_HORECA_P;4.9;2.651;sdbc
2021;BHVEST_HORECA_P;5.1;2.822;sdbc
2020;BHVEST_HORECA_P;5.2;2.832;sdbc
2019;BHVEST_HORECA_P;5.0;2.809;sdbc
2018;BHVEST_HORECA_P;4.9;2.819;sdbc
2017;BHVEST_HORECA_P;4.8;2.864;sdbc
2016;BHVEST_HORECA_P;4.9;2.935;sdbc
2015;BHVEST_HORECA_P;4.8;2.824;sdbc
2014;BHVEST_HORECA_P;4.7;2.889;sdbc
2013;BHVEST_HORECA_P;4.8;2.995;sdbc
2012;BHVEST_HORECA_P;4.8;3.193;sdbc
2011;BHVEST_HORECA_P;4.7;2.944;sdbc
2010;BHVEST_HORECA_P;4.9;3.139;sdbc
2009;BHVEST_HORECA_P;5.7;3.55;sdbc
2008;BHVEST_HORECA_P;6.1;3.785;sdbc
2023;BHVEST_BEDR_P;22.7;10.522;sdbc
2022;BHVEST_BEDR_P;22.4;10.642;sdbc
2021;BHVEST_BEDR_P;22.0;10.866;sdbc
2020;BHVEST_BEDR_P;21.9;11.2;sdbc
2019;BHVEST_BEDR_P;21.9;11.285;sdbc
2018;BHVEST_BEDR_P;21.7;10.984;sdbc
2017;BHVEST_BEDR_P;21.4;10.824;sdbc
2016;BHVEST_BEDR_P;21.1;10.726;sdbc
2015;BHVEST_BEDR_P;20.8;10.802;sdbc
2014;BHVEST_BEDR_P;21.1;10.676;sdbc
2013;BHVEST_BEDR_P;21.4;10.758;sdbc
2012;BHVEST_BEDR_P;21.9;10.939;sdbc
2011;BHVEST_BEDR_P;22.2;9.713;sdbc
2010;BHVEST_BEDR_P;23.0;9.859;sdbc
2009;BHVEST_BEDR_P;25.1;10.339;sdbc
2008;BHVEST_BEDR_P;25.4;10.108;sdbc
2023;BHVEST_OVG_P;2.2;1.778;sdbc
2022;BHVEST_OVG_P;2.3;1.841;sdbc
2021;BHVEST_OVG_P;2.4;1.726;sdbc
2020;BHVEST_OVG_P;2.5;1.784;sdbc
2019;BHVEST_OVG_P;2.6;1.892;sdbc
2018;BHVEST_OVG_P;2.7;1.893;sdbc
2017;BHVEST_OVG_P;2.9;2.037;sdbc
2016;BHVEST_OVG_P;3.1;2.237;sdbc
2015;BHVEST_OVG_P;3.2;2.35;sdbc
2014;BHVEST_OVG_P;3.2;2.416;sdbc
2013;BHVEST_OVG_P;3.1;2.327;sdbc
2012;BHVEST_OVG_P;3.1;2.431;sdbc
2011;BHVEST_OVG_P;3.0;2.59;sdbc
2010;BHVEST_OVG_P;3.1;2.628;sdbc
2009;BHVEST_OVG_P;3.3;2.617;sdbc
2008;BHVEST_OVG_P;3.4;2.777;sdbc
2023;BHVESTB_P;0.0;0.094;sdbc
2022;BHVESTB_P;0.0;0.08;sdbc
2021;BHVESTB_P;0.0;0.097;sdbc
2020;BHVESTB_P;0.0;0.1;sdbc
